id,path,label
0,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_1783.JPEG,brain_coral
1,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_4317.JPEG,brain_coral
2,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_765.JPEG,brain_coral
3,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_1079.JPEG,brain_coral
4,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_2484.JPEG,brain_coral
5,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_1082.JPEG,brain_coral
6,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_1538.JPEG,brain_coral
7,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_4069.JPEG,brain_coral
8,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_4021.JPEG,brain_coral
9,https://www.shihjie.com/upload/data/train/brain_coral/n01917289_1022.JPEG,brain_coral
10,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_6382.JPEG,Rhodesian_ridgeback
11,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_8852.JPEG,Rhodesian_ridgeback
12,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_12174.JPEG,Rhodesian_ridgeback
13,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_239.JPEG,Rhodesian_ridgeback
14,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_10810.JPEG,Rhodesian_ridgeback
15,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_5664.JPEG,Rhodesian_ridgeback
16,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_21329.JPEG,Rhodesian_ridgeback
17,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_5846.JPEG,Rhodesian_ridgeback
18,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_278.JPEG,Rhodesian_ridgeback
19,https://www.shihjie.com/upload/data/train/Rhodesian_ridgeback/n02087394_9675.JPEG,Rhodesian_ridgeback
20,https://www.shihjie.com/upload/data/train/magpie/n01582220_6305.JPEG,magpie
21,https://www.shihjie.com/upload/data/train/magpie/n01582220_4738.JPEG,magpie
22,https://www.shihjie.com/upload/data/train/magpie/n01582220_36701.JPEG,magpie
23,https://www.shihjie.com/upload/data/train/magpie/n01582220_9174.JPEG,magpie
24,https://www.shihjie.com/upload/data/train/magpie/n01582220_7366.JPEG,magpie
25,https://www.shihjie.com/upload/data/train/magpie/n01582220_8930.JPEG,magpie
26,https://www.shihjie.com/upload/data/train/magpie/n01582220_5870.JPEG,magpie
27,https://www.shihjie.com/upload/data/train/magpie/n01582220_9114.JPEG,magpie
28,https://www.shihjie.com/upload/data/train/magpie/n01582220_10712.JPEG,magpie
29,https://www.shihjie.com/upload/data/train/magpie/n01582220_6915.JPEG,magpie
30,https://www.shihjie.com/upload/data/train/jean/n03594734_42955.JPEG,jean
31,https://www.shihjie.com/upload/data/train/jean/n03594734_54417.JPEG,jean
32,https://www.shihjie.com/upload/data/train/jean/n03594734_43949.JPEG,jean
33,https://www.shihjie.com/upload/data/train/jean/n03594734_6277.JPEG,jean
34,https://www.shihjie.com/upload/data/train/jean/n03594734_24159.JPEG,jean
35,https://www.shihjie.com/upload/data/train/jean/n03594734_9714.JPEG,jean
36,https://www.shihjie.com/upload/data/train/jean/n03594734_32813.JPEG,jean
37,https://www.shihjie.com/upload/data/train/jean/n03594734_16188.JPEG,jean
38,https://www.shihjie.com/upload/data/train/jean/n03594734_38343.JPEG,jean
39,https://www.shihjie.com/upload/data/train/jean/n03594734_4800.JPEG,jean
40,https://www.shihjie.com/upload/data/train/goblet/n03443371_3708.JPEG,goblet
41,https://www.shihjie.com/upload/data/train/goblet/n03443371_23436.JPEG,goblet
42,https://www.shihjie.com/upload/data/train/goblet/n03443371_3723.JPEG,goblet
43,https://www.shihjie.com/upload/data/train/goblet/n03443371_3288.JPEG,goblet
44,https://www.shihjie.com/upload/data/train/goblet/n03443371_7195.JPEG,goblet
45,https://www.shihjie.com/upload/data/train/goblet/n03443371_3571.JPEG,goblet
46,https://www.shihjie.com/upload/data/train/goblet/n03443371_268.JPEG,goblet
47,https://www.shihjie.com/upload/data/train/goblet/n03443371_14193.JPEG,goblet
48,https://www.shihjie.com/upload/data/train/goblet/n03443371_9475.JPEG,goblet
49,https://www.shihjie.com/upload/data/train/goblet/n03443371_7918.JPEG,goblet
50,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_9535.JPEG,knee_pad
51,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_4447.JPEG,knee_pad
52,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_14123.JPEG,knee_pad
53,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_3552.JPEG,knee_pad
54,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_10486.JPEG,knee_pad
55,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_1346.JPEG,knee_pad
56,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_4415.JPEG,knee_pad
57,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_14574.JPEG,knee_pad
58,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_7294.JPEG,knee_pad
59,https://www.shihjie.com/upload/data/train/knee_pad/n03623198_11556.JPEG,knee_pad
60,https://www.shihjie.com/upload/data/train/lion/n02129165_19875.JPEG,lion
61,https://www.shihjie.com/upload/data/train/lion/n02129165_16.JPEG,lion
62,https://www.shihjie.com/upload/data/train/lion/n02129165_5362.JPEG,lion
63,https://www.shihjie.com/upload/data/train/lion/n02129165_12949.JPEG,lion
64,https://www.shihjie.com/upload/data/train/lion/n02129165_19953.JPEG,lion
65,https://www.shihjie.com/upload/data/train/lion/n02129165_5845.JPEG,lion
66,https://www.shihjie.com/upload/data/train/lion/n02129165_1142.JPEG,lion
67,https://www.shihjie.com/upload/data/train/lion/n02129165_11278.JPEG,lion
68,https://www.shihjie.com/upload/data/train/lion/n02129165_17028.JPEG,lion
69,https://www.shihjie.com/upload/data/train/lion/n02129165_19310.JPEG,lion
70,https://www.shihjie.com/upload/data/train/comic_book/n06596364_7928.JPEG,comic_book
71,https://www.shihjie.com/upload/data/train/comic_book/n06596364_4451.JPEG,comic_book
72,https://www.shihjie.com/upload/data/train/comic_book/n06596364_12832.JPEG,comic_book
73,https://www.shihjie.com/upload/data/train/comic_book/n06596364_12588.JPEG,comic_book
74,https://www.shihjie.com/upload/data/train/comic_book/n06596364_19168.JPEG,comic_book
75,https://www.shihjie.com/upload/data/train/comic_book/n06596364_11921.JPEG,comic_book
76,https://www.shihjie.com/upload/data/train/comic_book/n06596364_5634.JPEG,comic_book
77,https://www.shihjie.com/upload/data/train/comic_book/n06596364_4445.JPEG,comic_book
78,https://www.shihjie.com/upload/data/train/comic_book/n06596364_3314.JPEG,comic_book
79,https://www.shihjie.com/upload/data/train/comic_book/n06596364_4083.JPEG,comic_book
80,https://www.shihjie.com/upload/data/train/dugong/n02074367_11389.JPEG,dugong
81,https://www.shihjie.com/upload/data/train/dugong/n02074367_6343.JPEG,dugong
82,https://www.shihjie.com/upload/data/train/dugong/n02074367_11823.JPEG,dugong
83,https://www.shihjie.com/upload/data/train/dugong/n02074367_15261.JPEG,dugong
84,https://www.shihjie.com/upload/data/train/dugong/n02074367_3178.JPEG,dugong
85,https://www.shihjie.com/upload/data/train/dugong/n02074367_10112.JPEG,dugong
86,https://www.shihjie.com/upload/data/train/dugong/n02074367_21374.JPEG,dugong
87,https://www.shihjie.com/upload/data/train/dugong/n02074367_7060.JPEG,dugong
88,https://www.shihjie.com/upload/data/train/dugong/n02074367_16898.JPEG,dugong
89,https://www.shihjie.com/upload/data/train/dugong/n02074367_2045.JPEG,dugong
90,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_2474.JPEG,Bouvier_des_Flandres
91,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_2705.JPEG,Bouvier_des_Flandres
92,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_4153.JPEG,Bouvier_des_Flandres
93,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_404.JPEG,Bouvier_des_Flandres
94,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_9318.JPEG,Bouvier_des_Flandres
95,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_5429.JPEG,Bouvier_des_Flandres
96,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_8906.JPEG,Bouvier_des_Flandres
97,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_2872.JPEG,Bouvier_des_Flandres
98,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_6290.JPEG,Bouvier_des_Flandres
99,https://www.shihjie.com/upload/data/train/Bouvier_des_Flandres/n02106382_6653.JPEG,Bouvier_des_Flandres
100,https://www.shihjie.com/upload/data/train/mongoose/n02137549_5043.JPEG,mongoose
101,https://www.shihjie.com/upload/data/train/mongoose/n02137549_7436.JPEG,mongoose
102,https://www.shihjie.com/upload/data/train/mongoose/n02137549_7552.JPEG,mongoose
103,https://www.shihjie.com/upload/data/train/mongoose/n02137549_7641.JPEG,mongoose
104,https://www.shihjie.com/upload/data/train/mongoose/n02137549_5694.JPEG,mongoose
105,https://www.shihjie.com/upload/data/train/mongoose/n02137549_2872.JPEG,mongoose
106,https://www.shihjie.com/upload/data/train/mongoose/n02137549_10713.JPEG,mongoose
107,https://www.shihjie.com/upload/data/train/mongoose/n02137549_9314.JPEG,mongoose
108,https://www.shihjie.com/upload/data/train/mongoose/n02137549_2769.JPEG,mongoose
109,https://www.shihjie.com/upload/data/train/mongoose/n02137549_7891.JPEG,mongoose
110,https://www.shihjie.com/upload/data/train/screen/n04152593_18911.JPEG,screen
111,https://www.shihjie.com/upload/data/train/screen/n04152593_20281.JPEG,screen
112,https://www.shihjie.com/upload/data/train/screen/n04152593_13170.JPEG,screen
113,https://www.shihjie.com/upload/data/train/screen/n04152593_70995.JPEG,screen
114,https://www.shihjie.com/upload/data/train/screen/n04152593_60736.JPEG,screen
115,https://www.shihjie.com/upload/data/train/screen/n04152593_2793.JPEG,screen
116,https://www.shihjie.com/upload/data/train/screen/n04152593_29558.JPEG,screen
117,https://www.shihjie.com/upload/data/train/screen/n04152593_345.JPEG,screen
118,https://www.shihjie.com/upload/data/train/screen/n04152593_36277.JPEG,screen
119,https://www.shihjie.com/upload/data/train/screen/n04152593_5333.JPEG,screen
120,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_10900.JPEG,dishwasher
121,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_7670.JPEG,dishwasher
122,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_11123.JPEG,dishwasher
123,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_436.JPEG,dishwasher
124,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_15169.JPEG,dishwasher
125,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_8944.JPEG,dishwasher
126,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_12359.JPEG,dishwasher
127,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_7160.JPEG,dishwasher
128,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_20047.JPEG,dishwasher
129,https://www.shihjie.com/upload/data/train/dishwasher/n03207941_13200.JPEG,dishwasher
